artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
Ixzo,Molly,0E7PBMpzhUZXkitQvbWZdf,0,2016,urban contemporary,0.92,0.407,11,-10.83,0,0.166,0.327,0.0,0.114,0.3,114.997,202296,French,Sophie,2025-01-20T17:45:24.2055Z
Rammstein,Du hast,3cwDSDzTiWr5H5xMQhQ6Mx,17,1997,classic rock,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,German,Sophie,2025-01-19T00:31:20.2211Z
Noah Levi,Down,7leyDDstl7zDtwC0ZYoYTk,30,2019,urban contemporary,0.828,0.632,5,-6.0310000000000015,0,0.246,0.606,0.0,0.118,0.7170000000000001,140.004,170120,German,Sophie,2025-01-18T20:24:10.2055Z
Disiz La Peste,Oto Moto,3fWmO8cxE3Kh6o4F8oyRSZ,0,2015,urban contemporary,0.7829999999999999,0.629,9,-5.023,1,0.328,0.311,0.0,0.284,0.769,142.89600000000004,161756,French,Sophie,2025-01-17T10:35:48.2055Z
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - Remastered,37i6z8YqVrsvlx9jAaF6Rf,35,1969,classic rock,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.20600000000005,444053,Portuguese,Sophie,2025-01-15T15:52:11.2211Z
La Fouine,Trappes,1xXaJ7Li02l0aDiasiGmTw,19,2016,urban contemporary,0.784,0.732,6,-4.353,1,0.268,0.0474,0.0,0.23,0.615,127.023,185000,French,Sophie,2025-01-15T08:09:48.2211Z
Lous and The Yakuza,Dilemme,34UANp5qxDg6YcgrlDeILZ,69,2019,urban contemporary,0.841,0.535,5,-7.569,0,0.122,0.0956,0.0,0.119,0.38,145.007,185914,French,Sophie,2025-01-15T03:50:13.2211Z
Remoe,Karussell,7DOv4eGZ0YH5hpgPF8iw0K,39,2019,urban contemporary,0.7559999999999999,0.481,3,-7.866,0,0.0742,0.194,0.0,0.0927,0.6559999999999999,102.022,165133,German,Sophie,2025-01-15T00:36:40.2211Z
Ol Kainry,Bangala,74nBXnBEUBzCPfJxq1CG2i,0,2016,urban contemporary,0.929,0.55,6,-8.165,1,0.0773,0.126,0.0,0.0804,0.684,98.018,227195,French,Sophie,2025-01-14T22:44:47.2211Z
Riké,Oublie Moi,4843z32hdeFmLo6QBFPsCz,15,2007,album rock,0.6920000000000001,0.787,10,-5.627000000000002,0,0.0323,0.122,0.0,0.181,0.945,136.024,177200,French,Sophie,2025-01-14T12:13:10.2055Z
Kalash,Bando,3jxoBOY4oK2MIe0m9OJQeV,0,2015,urban contemporary,0.875,0.647,3,-5.693,0,0.0637,0.156,0.0,0.159,0.458,118.03,262593,French,Sophie,2025-01-14T05:14:53.2211Z
Rim'K,Cellophané,1Qo0d8zRMFYfbfmjpBecwS,55,2017,urban contemporary,0.764,0.672,0,-5.276,1,0.222,0.223,0.0,0.116,0.61,180.135,182138,French,Sophie,2025-01-14T02:20:04.2211Z
