artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
OOMPH!,Such mich find mich,78cQDh4thpWSE4DeTCBeDE,45,2012,electropop,0.6759999999999999,0.885,6,-4.211,0,0.0579,0.00263,2.67e-05,0.0947,0.618,127.023,210013,German,Marjah,2025-01-31T18:11:08.2975Z
Reda Rwena,Avanti Avanti (feat. Celo & Abdi & Hanybal),1USZs8RE7s5DlI2gfb8FLP,39,2018,gangster rap,0.728,0.861,8,-4.833,1,0.374,0.119,0.0,0.134,0.8109999999999999,121.442,217000,German,Marjah,2025-01-31T12:44:21.2975Z
Hanybal,Haramstufe Rot,19tG5zpcB0oWnLyVtwR5SO,0,2016,gangster rap,0.52,0.828,1,-3.752,1,0.325,0.0279,7.06e-05,0.0676,0.479,80.903,255004,German,Marjah,2025-01-31T09:13:21.2975Z
Haze,Kletter nicht durchs Fenster rein,1ttzorSv4Dzn8U5wuY2tOW,27,2018,gangster rap,0.634,0.7559999999999999,11,-9.018,0,0.272,0.0661,1.21e-05,0.0632,0.643,88.788,195157,German,Marjah,2025-01-30T20:18:35.2975Z
Simsey,Jaloux (feat. ATYPISK),6VW9gXYrQiTaWiR2Svql03,56,2020,hip hop,0.746,0.625,5,-3.989,0,0.117,0.116,0.0,0.0834,0.276,144.122,160617,Danish,Marjah,2025-01-30T16:13:03.2975Z
Sa4,Schnell machen,3dA1Z1MFUVbdY796jNEjr2,54,2017,gangster rap,0.71,0.618,9,-5.227,1,0.343,0.349,1.81e-06,0.0815,0.634,91.02,214187,German,Marjah,2025-01-30T09:30:26.2975Z
TaiMO,Von unten nach oben,0BP7uJvIKL26tsRut1VZML,27,2018,gangster rap,0.7190000000000001,0.7390000000000001,2,-5.077,1,0.279,0.0849,0.00456,0.125,0.286,88.441,187667,German,Marjah,2025-01-30T07:36:00.2975Z
DVBBS,Immortal - Original Mix,5jR3S5U8KlA2zpEL3JEHeI,27,2014,progressive electro house,0.338,0.97,2,-3.74,1,0.154,5.15e-05,0.49,0.0647,0.523,194.997,302747,Danish,Marjah,2025-01-30T06:04:10.2975Z
Kollegah,American Express (feat. Farid Bang),2a9yoHHUk5dRdq5GU8KvU2,42,2016,gangster rap,0.464,0.649,2,-8.367,1,0.143,0.00665,0.0,0.0902,0.283,87.073,170693,German,Marjah,2025-01-29T11:36:11.2975Z
BTNG,Headshot,3nUqzhvYQK4VEbioFZKFw0,33,2017,gangster rap,0.54,0.6940000000000001,2,-6.1,1,0.3670000000000001,0.153,6.36e-06,0.207,0.101,167.487,226979,German,Marjah,2025-01-29T02:42:04.2975Z
Bushido,CCNDNA,4vbJFkIF8TFCOwqZRI5C2Q,10,2017,gangster rap,0.7959999999999999,0.5870000000000001,10,-5.365,0,0.0813,0.0132,0.0,0.096,0.215,93.014,187227,German,Marjah,2025-01-27T21:25:08.2975Z
Otto Knows,Million Voices,0qTw7kEFpNdECY7jRCg54v,3,2012,progressive electro house,0.596,0.727,3,-7.0710000000000015,1,0.0597,0.00506,0.16,0.0847,0.235,125.968,357507,German,Marjah,2025-01-27T18:44:03.2975Z
Capital Bra,Alles kaputt,2FtSe0anJxhhwmWPX8g1ri,41,2016,gangster rap,0.693,0.546,8,-5.6560000000000015,1,0.126,0.0521,0.0,0.112,0.0398,135.989,221280,German,Marjah,2025-01-27T04:29:40.2975Z
I$WAAL,STANDARD,4Jh3p0TydgTJZ444pPhVvd,57,2019,hip hop,0.72,0.6729999999999999,4,-5.886,0,0.215,0.286,0.0,0.117,0.222,140.171,207429,Danish,Marjah,2025-01-25T15:40:47.2975Z
The Cratez,Himmel grau,3lNtmMoH0YEHicpBrDkB0X,46,2019,hip hop,0.495,0.619,4,-5.989,0,0.154,0.381,0.014,0.177,0.141,93.513,176229,German,Marjah,2025-01-25T11:52:33.2975Z
Subway To Sally,Besser du rennst,3IfgRu6zDhvNj7nTPIzsyj,34,2009,electropop,0.5529999999999999,0.926,0,-3.829,1,0.0396,2.48e-05,1.56e-05,0.324,0.6609999999999999,91.988,246267,German,Marjah,2025-01-24T04:57:03.2975Z
Kollegah,Medusa,2TsWCaWq1uestFUgZ1Dlqw,1,2015,gangster rap,0.75,0.8490000000000001,7,-5.388999999999999,1,0.276,0.124,0.0,0.0978,0.284,89.00299999999999,182040,German,Marjah,2025-01-24T00:29:02.2975Z
Mosh36,36 Bars Reloaded,6N22ySkUN6TD8qYGml6003,0,2017,gangster rap,0.552,0.5770000000000001,10,-5.019,0,0.557,0.202,0.0,0.313,0.305,177.683,145493,German,Marjah,2025-01-22T11:01:25.2975Z
Pashanim,Hauseingang,1IikW5aCjY08gagX94j3fJ,73,2019,hip hop,0.5489999999999999,0.396,8,-8.435,0,0.4370000000000001,0.168,0.0777,0.147,0.284,79.559,141452,German,Marjah,2025-01-22T04:30:20.2975Z
X-RX,Kein Herz,6k0BLH1VGJCgOeU6mm9mPM,0,2012,electropop,0.516,0.966,2,-5.146,1,0.0426,0.000158,0.0033,0.306,0.325,140.02200000000002,252160,German,Marjah,2025-01-21T14:02:33.2975Z
Nazar,Zackig die Patte,6Mu2zk6QIdBF1t7rZ3moBD,0,2016,gangster rap,0.669,0.746,10,-7.085,0,0.453,0.119,0.0,0.102,0.363,103.053,141253,German,Marjah,2025-01-21T08:19:45.2975Z
Peter Schilling,Terra Titanic,752q3k1ds8JckA7tIakICn,49,1983,electropop,0.772,0.557,5,-7.7029999999999985,1,0.0352,0.0303,0.0,0.0973,0.627,122.168,274706,German,Marjah,2025-01-21T02:22:41.2975Z
Ufo361,Bleib auf dem Teppich,3l9eJDpanLvBIPhw6F8oIb,40,2016,gangster rap,0.452,0.613,1,-6.142,1,0.308,0.0782,6.76e-06,0.069,0.196,164.863,284772,German,Marjah,2025-01-20T11:08:32.2975Z
DAF,Verschwende Deine Jugend - 1998 Digital Remaster,5GyvNF7yA07O0ZgGis2JVi,0,2009,electropop,0.478,0.947,9,-6.7570000000000014,1,0.0671,0.00156,0.861,0.135,0.815,181.324,229440,German,Marjah,2025-01-20T08:42:45.2975Z
RAF Camora,Unnormal,7CzSP7spDpZBP8edbtPIwI,74,2019,hip hop,0.6579999999999999,0.73,10,-6.002000000000002,0,0.252,0.448,0.00339,0.193,0.447,88.89399999999998,199875,German,Marjah,2025-01-19T14:28:17.2975Z
Hanybal,Is' mir egal,0qZi89Oud7EwqxoVF038Pn,0,2015,gangster rap,0.63,0.741,9,-6.712999999999999,1,0.226,0.106,0.0,0.141,0.654,89.82799999999997,174693,German,Marjah,2025-01-19T11:27:04.2975Z
LX,Compton,5ja8KwfwvnFf3Q7AEk4lua,52,2015,gangster rap,0.568,0.633,0,-6.2120000000000015,1,0.409,0.0154,0.0,0.123,0.5,81.304,164665,German,Marjah,2025-01-19T08:54:56.2975Z
Olexesh,Gopnik,0KR3kva01902glhgaqlzp0,36,2018,gangster rap,0.784,0.688,1,-7.923999999999999,1,0.344,0.0253,0.0,0.23,0.365,121.919,200083,German,Marjah,2025-01-19T08:18:54.2975Z
Gilli,Dag 1,0atWq5Ua1ax7zMKDjSQEpg,56,2019,hip hop,0.792,0.5379999999999999,0,-6.641,0,0.337,0.134,1.55e-05,0.101,0.39,140.016,199518,Danish,Marjah,2025-01-18T12:53:42.2975Z
Gringo,Guzman,0vti3nT1A5mKi1kgIu0ceg,8,2018,gangster rap,0.8,0.581,9,-5.5360000000000005,0,0.1669999999999999,0.232,1.1e-06,0.114,0.461,120.054,211000,German,Marjah,2025-01-18T02:24:59.2975Z
Reda Rwena,Zérosechsneun,5fQxYrN6RSIxRV7oIus8IF,27,2017,gangster rap,0.44,0.804,6,-6.079,0,0.344,0.112,0.0,0.171,0.379,85.214,231818,German,Marjah,2025-01-17T05:05:37.2975Z
Celo & Abdi,Mondsichel,7qLqv48Sl8JTFRlqotyvfY,0,2017,gangster rap,0.544,0.59,4,-6.6770000000000005,0,0.464,0.265,0.0,0.092,0.32,80.02600000000002,297324,German,Marjah,2025-01-16T16:59:11.2975Z
Centhron,Roter Stern,5VLuVbmpfP6s2oWVvbUdYp,0,2009,electropop,0.4920000000000001,0.983,9,-5.129,0,0.0721,0.000117,0.794,0.348,0.457,142.041,334480,German,Marjah,2025-01-16T07:51:06.2975Z
