artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
Yung Buda,7K,7ykSBYS2P8PaAdeN7PsSNh,51,2019,trap,0.478,0.655,3,-10.19,0,0.142,0.715,0.0188,0.11,0.0962,129.985,239077,Portuguese,Riley Jones,2025-02-02T13:26:57.8673Z
Capital Bra,Die Echten,3A2a0y5rcJWhm1GJq04tuV,52,2017,gangster rap,0.626,0.76,9,-4.926,1,0.377,0.0654,9.15e-06,0.0697,0.407,99.092,155427,German,Riley Jones,2025-02-02T12:36:01.8673Z
Be Vis,007,0r0UDwngm74U5ccMQ9gMBM,51,2019,trap,0.77,0.631,10,-5.581,1,0.106,0.016,0.000192,0.0918,0.14,74.976,187171,Polish,Riley Jones,2025-02-02T08:41:39.8673Z
Jon Z,DESPUES QUE TE PERDI,5gsW8TMmNVnevjq13h0Nlp,65,2019,trap,0.762,0.813,8,-3.863,0,0.118,0.248,0.0,0.0795,0.6,108.934,247174,Spanish,Riley Jones,2025-02-02T03:38:18.8673Z
Capo Plaza,Ho Fatto Strada,28ZiptPMVab1reyfj4hNwt,70,2019,trap,0.6809999999999999,0.635,10,-7.856,0,0.0792,0.0177,0.0,0.119,0.496,160.02700000000004,172500,Italian,Riley Jones,2025-02-01T20:41:01.8673Z
Johnny Hooker,Flutua,5ZQvlEQGGW7XmgnhgJcIIJ,57,2017,tropical,0.362,0.5920000000000001,7,-5.907,1,0.0305,0.013,2.17e-06,0.111,0.3229999999999999,164.09599999999998,312728,Portuguese,Riley Jones,2025-01-31T23:20:32.8673Z
Olexesh,MOB,2TKXBTeElco8EEnXtRkFdQ,43,2017,gangster rap,0.805,0.556,1,-8.078,0,0.283,0.365,0.0,0.119,0.601,83.00200000000002,239854,German,Riley Jones,2025-01-31T02:33:38.8673Z
Mr. Polska,Gwiazda,6Q55uUPNZoep73rSzsjqMx,55,2019,trap,0.933,0.595,0,-7.6179999999999986,1,0.0962,0.188,0.000107,0.219,0.573,125.009,180480,Polish,Riley Jones,2025-01-30T23:43:19.8673Z
Vale Lambo,Mea Muri Tu (feat. MV Killa & Yung Snapp),2guNhJXjJVCHO5rYBVcm5H,45,2020,trap,0.701,0.685,1,-3.937,0,0.0401,0.244,4.84e-05,0.7859999999999999,0.5920000000000001,112.041,194464,Italian,Riley Jones,2025-01-30T17:55:27.8673Z
Gzuz,Intro,0gssRfxoOFfBeOIdclrTjF,55,2016,gangster rap,0.627,0.762,6,-3.973,0,0.371,0.1669999999999999,0.0,0.241,0.7509999999999999,83.39200000000002,174907,German,Riley Jones,2025-01-30T13:45:48.8673Z
DJ Snake,Bird Machine,0J67SeAqemmeTxZ5K4X33E,44,2013,trap,0.7190000000000001,0.6679999999999999,7,-6.35,1,0.0479,0.000352,0.498,0.0851,0.166,99.995,198000,German,Riley Jones,2025-01-29T00:29:10.8673Z
Lucho SSJ,Pa' Brillar,3hflsANR6DqnHfZ2Tiv5Jl,8,2018,trap,0.762,0.701,10,-5.62,0,0.0562,0.322,0.0,0.196,0.452,91.076,246967,Spanish,Riley Jones,2025-01-28T23:47:41.8673Z
Hanybal,Is' mir egal,0qZi89Oud7EwqxoVF038Pn,0,2015,gangster rap,0.63,0.741,9,-6.712999999999999,1,0.226,0.106,0.0,0.141,0.654,89.82799999999997,174693,German,Riley Jones,2025-01-27T22:04:02.8673Z
Olexesh,Treppenhaus Authentic,1iSctFzf915OKMmqu6M65o,22,2014,gangster rap,0.664,0.8540000000000001,0,-4.925,1,0.5529999999999999,0.111,0.0,0.276,0.754,125.411,130957,German,Riley Jones,2025-01-27T20:23:19.8673Z
LOKO BEN,A nach B,2FNdRtwXmvT6sPJBxHX3M8,41,2017,gangster rap,0.485,0.73,5,-3.773,1,0.476,0.596,0.0,0.0592,0.57,179.33599999999996,217851,German,Riley Jones,2025-01-27T19:16:54.8673Z
Meno Tody,Multiplica,7sTOV05i0Qtyn4sLOUvlc4,59,2019,trap,0.767,0.551,10,-6.541,0,0.0829,0.0392,0.0,0.118,0.196,83.037,190843,Portuguese,Riley Jones,2025-01-27T18:31:17.8673Z
Maffio,Cristina (feat. Shelow Shaq),2egI1hFZDAYrkCgtepoore,77,2019,tropical,0.861,0.599,1,-4.205,1,0.246,0.183,0.0,0.0921,0.8690000000000001,102.119,186893,Spanish,Riley Jones,2025-01-27T04:01:23.8673Z
Bad Bunny,"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",0QQNA8bZqefrGfsShzlZkb,7,2017,trap,0.8340000000000001,0.58,7,-3.144,1,0.28,0.446,0.0,0.0719,0.481,91.97,331431,Spanish,Riley Jones,2025-01-26T15:53:58.8673Z
Aventura,El Malo,217bRMES4HVbPdUe8l8ECN,71,2009,tropical,0.812,0.506,1,-10.729,1,0.0533,0.143,0.0,0.132,0.701,125.941,238720,Spanish,Riley Jones,2025-01-25T09:30:31.8673Z
Cartel De Santa,Si Te Vienen a Contar,4058DPUoC7sLPQ05pr3e4C,70,2014,gangster rap,0.7340000000000001,0.6629999999999999,10,-6.279,1,0.309,0.342,0.0,0.649,0.845,166.84599999999998,219573,Spanish,Riley Jones,2025-01-23T05:10:14.8673Z
Jerry Rivera,Qué Hay de Malo,4b55fVKJprjWWj4KhKgxMf,65,1990,tropical,0.733,0.603,1,-8.673,1,0.044,0.5920000000000001,0.0,0.0556,0.8170000000000001,91.941,298347,Spanish,Riley Jones,2025-01-21T21:11:37.8673Z
Joe Arroyo,En Barranquilla Me Quedo,3WXfQDsASfXrSojk9WB3aR,58,2015,tropical,0.642,0.7,1,-9.213,1,0.0552,0.172,0.000232,0.0895,0.784,103.899,312480,Spanish,Riley Jones,2025-01-21T03:19:27.8673Z
Control Machete,Asi Son Mis Dias,3Jw774vf185xkKIUZWySx5,45,1997,gangster rap,0.6890000000000001,0.477,10,-9.603,0,0.0468,0.0125,0.0757,0.6709999999999999,0.44,79.46300000000002,214707,Spanish,Riley Jones,2025-01-21T03:18:38.8673Z
La Garfield,Entre Palmeras,49HB6swcoMMkNYmsa3wltv,41,2018,tropical,0.853,0.556,7,-5.7170000000000005,1,0.0632,0.124,0.00131,0.0896,0.878,132.014,258229,Spanish,Riley Jones,2025-01-21T02:04:18.8673Z
Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,79,2018,trap,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,Spanish,Riley Jones,2025-01-20T16:29:21.8673Z
Nicki Nicole,Recuerdos,6BMfjQWq48IlYlQVS5BFRK,59,2019,trap,0.589,0.491,5,-7.849,0,0.0629,0.197,1.87e-05,0.192,0.456,139.852,170800,Spanish,Riley Jones,2025-01-19T14:02:44.8673Z
RAF Camora,Verkauft,3AaZtZVrkVvE7fnLP80LLh,48,2017,gangster rap,0.768,0.779,4,-6.617999999999999,0,0.0578,0.596,0.00144,0.0898,0.389,108.014,198555,German,Riley Jones,2025-01-19T12:33:56.8673Z
Mon Laferte,Si Alguna Vez,4ZTWBKgutQg9W9GP4cvxhC,50,2018,tropical,0.7390000000000001,0.613,2,-5.662999999999999,1,0.0287,0.753,0.0,0.39,0.855,126.952,233347,Spanish,Riley Jones,2025-01-18T20:45:00.8673Z
J Balvin,Si Tu Novio Te Deja Sola,0RFFFGtPn6a58RHY3ccVYX,2,2017,trap,0.716,0.461,3,-9.455,0,0.0614,0.545,0.0,0.102,0.535,121.99,243560,Spanish,Riley Jones,2025-01-18T17:37:15.8673Z
Carlos Vives,Pa' Mayté,72wEtgEkcLQ5x4F4ktiVSH,60,1995,tropical,0.716,0.871,0,-7.336,0,0.0606,0.0287,6.32e-06,0.117,0.967,123.851,188720,Spanish,Riley Jones,2025-01-16T11:24:13.8673Z
Dudu,Dados,2oUKQWucHUVXPV3IJWayk7,49,2019,trap,0.7490000000000001,0.655,3,-7.3889999999999985,0,0.202,0.293,0.0,0.0736,0.349,125.029,165120,Portuguese,Riley Jones,2025-01-16T01:02:13.8673Z
KASIMIR1441,1441,7gVC9FXLXlMla0p34PEhFI,55,2019,gangster rap,0.851,0.8240000000000001,6,-11.866,0,0.291,0.326,0.0,0.231,0.649,139.945,83128,German,Riley Jones,2025-01-15T14:56:24.8673Z
Dark Polo Gang,Bassotto,0uwW1Duv6xlk2bNutlc7tu,63,2019,trap,0.862,0.545,11,-5.931,0,0.351,0.201,0.0,0.0482,0.546,149.972,118400,Italian,Riley Jones,2025-01-14T06:58:52.8673Z
AK Ausserkontrolle,Verliebt in den Tod,1i35F26CqncnGG3MNO4K00,42,2017,gangster rap,0.65,0.888,7,-5.089,1,0.322,0.659,4.48e-05,0.105,0.34,91.955,157040,German,Riley Jones,2025-01-14T06:32:50.8673Z
