artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
Kill Paris,Operate (Illenium Remix) [feat. Royal],7ri4jOlUUpAOivi56ONeTm,2,2015,indie poptimism,0.54,0.705,8,-4.046,1,0.053,0.0618,0.000849,0.111,0.131,91.94,264946,English,John Smith,2025-02-04T09:07:06.7352Z
Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82,2019,urban contemporary,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,English,John Smith,2025-02-03T05:39:19.7352Z
Gavin James,Nervous - The Ooh Song/Mark McCabe Remix,3eRvE11OJfCYnaZwCFhMZD,51,2016,indie poptimism,0.634,0.8220000000000001,7,-7.438,1,0.0408,0.254,0.000418,0.262,0.285,104.982,195414,English,John Smith,2025-02-03T00:15:50.7352Z
Tora,Too Much,64J4hxVuHEpLrhzAuk5QMM,42,2017,indie poptimism,0.728,0.48,8,-9.599,1,0.0349,0.589,0.49,0.102,0.0943,127.999,154403,English,John Smith,2025-02-02T13:55:16.7352Z
Ralph,Something More,1FeT3vkBmCC9jGJ88oVerU,34,2016,indie poptimism,0.645,0.684,11,-5.084,0,0.0302,0.0151,5.46e-06,0.104,0.581,94.014,201250,English,John Smith,2025-02-02T06:47:57.7352Z
SZA,The Weekend,6gU9OKjOE7ghfEd55oRO57,76,2017,urban contemporary,0.487,0.366,8,-9.405,0,0.0531,0.241,0.0,0.126,0.161,68.191,272187,English,John Smith,2025-02-02T02:39:41.7352Z
BANNERS,Someone To You,14BH4qO7pgCmIe6mgLKOK3,74,2017,indie poptimism,0.46,0.928,2,-3.683,1,0.0451,0.00595,0.0,0.24,0.684,75.05,219800,English,John Smith,2025-02-02T00:09:50.7352Z
Rick Ross,Summer Reign (feat. Summer Walker),14geRrYSRz73sBbtPD4iPQ,62,2019,urban contemporary,0.517,0.541,0,-6.843999999999999,1,0.235,0.0394,0.0,0.6779999999999999,0.123,139.076,226480,English,John Smith,2025-02-01T20:54:30.7352Z
Herve Pagez,Spicy - Majestic Remix,4Q9iBGT9b9CVTtDwsgQWnl,48,2019,dance pop,0.8140000000000001,0.838,11,-5.5470000000000015,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861,English,John Smith,2025-02-01T14:02:45.7352Z
Joywave,Tongues,5mCprFWOqe0jB96v9RhLBo,56,2015,indie poptimism,0.8270000000000001,0.682,6,-7.1110000000000015,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773,English,John Smith,2025-01-31T06:50:31.7352Z
Joji,SLOW DANCING IN THE DARK,0UyljEbX9dqI1K0sqdv6B6,6,2018,urban contemporary,0.515,0.479,3,-7.457999999999998,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,English,John Smith,2025-01-30T23:57:31.7352Z
BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,85,2019,dance pop,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773,English,John Smith,2025-01-30T21:07:26.7352Z
AJ Mitchell,Say It Again,0iBOGfVW1T08dRqtqnMYK0,62,2019,dance pop,0.51,0.71,1,-7.516,1,0.0874,0.442,0.00025,0.0783,0.511,119.951,206930,English,John Smith,2025-01-30T09:36:53.7352Z
Tevin Campbell,Can We Talk,6a5jHgwqYMk9wlYJYfs3c9,66,2001,urban contemporary,0.6579999999999999,0.711,2,-7.423999999999999,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,284587,English,John Smith,2025-01-29T03:36:52.7352Z
Jonas Blue,Perfect Strangers,1CUVN2kn7mW5FjkqXTR2W1,21,2016,indie poptimism,0.742,0.8190000000000001,1,-5.307,1,0.0487,0.3720000000000001,0.0,0.277,0.7090000000000001,117.986,196613,English,John Smith,2025-01-28T22:58:55.7352Z
Daniel Caesar,CYANIDE,3uouaAVXpQR3X8RYkJyitQ,72,2019,urban contemporary,0.589,0.652,10,-7.497999999999997,1,0.373,0.7040000000000001,0.00055,0.125,0.486,158.49,194960,English,John Smith,2025-01-26T11:26:02.7352Z
Sara Hartman,Monster Lead Me Home,7dbnaGb9MGC9MGLZVmFgas,1,2015,indie poptimism,0.595,0.8240000000000001,0,-6.692,1,0.04,0.208,0.00094,0.106,0.563,164.06599999999997,237395,English,John Smith,2025-01-26T04:22:59.7352Z
Carly Rae Jepsen,Now That I Found You,5cE201rNvIkryS8N1dJ5nR,5,2019,dance pop,0.611,0.737,0,-5.154,0,0.0476,0.0145,0.0,0.107,0.574,124.169,200318,English,John Smith,2025-01-25T06:12:46.7352Z
Ava Max,Sweet but Psycho - Morgan Page Dance Remix,7nbVbGjifh0m2fhPYqcI1R,65,2018,dance pop,0.645,0.795,1,-5.439,1,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,226875,English,John Smith,2025-01-24T17:26:00.7352Z
Daniel Caesar,Loose,59acp1OhcvxwVBwQJBYKuX,61,2017,urban contemporary,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453,185523,English,John Smith,2025-01-23T03:33:06.7352Z
Jodeci,Come and Talk to Me - Remix,5xE7sFTlv2yrG9mmhDSpdq,60,2005,urban contemporary,0.72,0.657,11,-6.823,0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,295387,English,John Smith,2025-01-21T22:07:21.7352Z
William Singe,Say My Name,3AuYB9Qqissw1vZCEkNXhn,45,2016,urban contemporary,0.7609999999999999,0.419,8,-9.547,0,0.147,0.636,0.0,0.108,0.584,127.839,168750,English,John Smith,2025-01-21T07:09:19.7352Z
The Neighbourhood,Middle of Somewhere,2AwCsgb9YMkjfe471IOEvf,63,2019,indie poptimism,0.507,0.447,9,-6.723,0,0.0245,0.725,0.0,0.21,0.341,92.047,173960,English,John Smith,2025-01-21T06:05:35.7352Z
Annie Lux,Hurry Up,7ESboJkv8dqKx501qftMkG,33,2018,indie poptimism,0.757,0.5870000000000001,2,-7.832000000000002,1,0.0685,0.604,3.04e-05,0.0935,0.657,119.695,180886,English,John Smith,2025-01-21T04:43:47.7352Z
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),63pQm5g0IXLckrv9X3KEyX,59,2011,indie poptimism,0.6459999999999999,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,210960,English,John Smith,2025-01-21T02:02:34.7352Z
Robin Schulz,Sugar (feat. Francesco Yates),3NFuE3uDOr6QUw9UZ9HzKo,59,2015,indie poptimism,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,English,John Smith,2025-01-19T17:45:05.7352Z
Fatboy Slim,Praise You - Purple Disco Machine Remix,6LCrqs85q61pfZCXYvW63B,62,2018,dance pop,0.813,0.7809999999999999,1,-5.763999999999999,1,0.0341,0.048,0.284,0.0577,0.8109999999999999,120.99,230163,English,John Smith,2025-01-19T13:30:42.7352Z
Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,84,2019,indie poptimism,0.6779999999999999,0.5329999999999999,4,-10.485,1,0.186,0.462,0.219,0.139,0.3229999999999999,150.455,180953,English,John Smith,2025-01-18T01:08:30.7352Z
Built By Titan,Breaking Free,3jyX56Nt8GqoN78OAZsrFQ,30,2015,indie poptimism,0.542,0.847,0,-4.966,1,0.0565,0.0724,0.00775,0.0827,0.292,128.011,283065,English,John Smith,2025-01-17T21:18:18.7352Z
Billie Eilish,8,6X29iaaazwho3ab7GNue5r,80,2019,urban contemporary,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.44600000000001,173202,English,John Smith,2025-01-16T15:20:34.7352Z
Hayley Kiyoko,I Wish,6rReKrolZgh6rv97SVSxPE,60,2019,indie poptimism,0.623,0.7509999999999999,8,-3.176,1,0.235,0.324,3.31e-06,0.158,0.59,91.0,205029,English,John Smith,2025-01-16T04:40:30.7352Z
Aeris Roves,Running Thru 3AM,3cHkjS45Xiduc6DcXtXmAo,49,2018,indie poptimism,0.677,0.388,8,-6.697,1,0.0406,0.731,0.0,0.154,0.419,119.069,209747,English,John Smith,2025-01-15T23:08:24.7352Z
88rising,Midsummer Madness,0wFmawqundY8rOn9sZUqA6,8,2018,urban contemporary,0.409,0.6779999999999999,9,-7.731,1,0.0878,0.359,4.76e-06,0.1669999999999999,0.168,89.96799999999998,280842,English,John Smith,2025-01-15T09:28:51.7352Z
BLACKPINK,As If It's Your Last,7LJjWqhqK594nN7qJzLVXE,2,2017,dance pop,0.7859999999999999,0.853,8,-2.687,1,0.0816,0.0688,0.0,0.0759,0.45,125.034,213264,English,John Smith,2025-01-14T11:16:00.7352Z
