artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
Dropgun,Fire Blazing,2R81XYNFqkLyemIxYb9aF7,60,2018,electropop,0.557,0.8759999999999999,2,-3.014,0,0.0368,0.00928,0.00416,0.298,0.368,140.012,140571,English,Anugna,2025-02-01T11:43:32.8930Z
Crumb,Ghostride,476QHG5G8xxNI9VHTBFfjp,61,2019,hip pop,0.665,0.351,2,-9.425,1,0.0278,0.515,0.7979999999999999,0.109,0.45,87.054,126120,English,Anugna,2025-02-01T00:38:05.8930Z
Why Don't We,What Am I,0TMGV2zMZXOILVtQLtkI3G,72,2019,hip pop,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,184665,English,Anugna,2025-01-31T13:49:16.8930Z
Shai,If I Ever Fall In Love,4KbNHYFNcJhv6tgavWf2Jc,38,2017,urban contemporary,0.396,0.254,10,-9.606,0,0.037,0.767,0.0,0.117,0.395,144.178,189885,English,Anugna,2025-01-31T09:02:53.8930Z
Future,Comin Out Strong,1B87ZDrD3Pno9hS4stamWO,64,2017,urban contemporary,0.628,0.481,1,-7.775,1,0.475,0.29,0.0,0.118,0.33,108.761,254370,English,Anugna,2025-01-30T07:42:03.8930Z
Sam Smith,"Fire On Fire - From ""Watership Down""",5rFj8OzffT0iggSjcBaeND,81,2018,urban contemporary,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,246735,English,Anugna,2025-01-30T01:02:50.8930Z
Skinny Living,Why,0qhpOEJtpTFG98mHk7VOZJ,56,2017,urban contemporary,0.522,0.503,11,-6.198,0,0.0543,0.718,2.84e-06,0.0935,0.3670000000000001,132.893,174730,English,Anugna,2025-01-28T23:12:48.8930Z
Celeste,Stop This Flame,1bObrsJGW0UCIGZkvnDqbe,66,2020,hip pop,0.752,0.7020000000000001,10,-4.927,0,0.0378,0.296,0.0,0.103,0.324,119.987,209408,English,Anugna,2025-01-28T05:18:56.8930Z
Post Malone,Wow.,6MWtB6iiXyIwun0YzU6DFP,44,2018,electropop,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,English,Anugna,2025-01-27T11:48:57.8774Z
Lil Nas X,Old Town Road,53CJANUxooaqGOtdsBTh7O,33,2019,electropop,0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,113013,English,Anugna,2025-01-26T16:51:52.8774Z
Leyla Blue,Peppa Pig (Prod. Y2K),7G4JtFBBuMEjDKJLOB4xA7,53,2020,hip pop,0.8320000000000001,0.322,4,-9.545,0,0.458,0.223,2.44e-05,0.609,0.359,128.85299999999998,126533,English,Anugna,2025-01-25T14:25:01.8774Z
Confetti,Dear God,4ZD0AEXiF152JlPZRj4mzL,55,2018,electropop,0.639,0.7959999999999999,11,-4.26,0,0.172,0.0638,0.0,0.0902,0.457,94.189,202258,English,Anugna,2025-01-25T14:22:01.8930Z
Aeris Roves,Don't Ask,1HPYQsdYYNgtSvm8JOtsWk,47,2019,urban contemporary,0.624,0.418,4,-7.713999999999999,1,0.132,0.414,8.599999999999999e-06,0.105,0.387,178.028,167240,English,Anugna,2025-01-24T12:13:20.8774Z
Tinashe,Ride Of Your Life,2JTaZjHNULImGUfECwTELE,43,2016,urban contemporary,0.713,0.428,9,-9.843,0,0.149,0.00522,0.00181,0.108,0.413,86.485,213829,English,Anugna,2025-01-23T00:08:13.8930Z
Masego,Tadow,1DoS5ql0TW3ejjJGHbsAmz,16,2017,urban contemporary,0.7190000000000001,0.487,9,-6.21,0,0.0604,0.711,8.36e-05,0.0958,0.345,121.729,301639,English,Anugna,2025-01-22T17:33:23.8930Z
Jeremy Zucker,scared,6r2JV75tE0vNgNCv4HKsBC,71,2019,hip pop,0.583,0.075,5,-15.843,1,0.0726,0.933,1.4e-06,0.111,0.347,108.418,207520,English,Anugna,2025-01-21T20:31:35.8930Z
Summer Walker,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,80,2019,hip pop,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,181013,English,Anugna,2025-01-21T14:01:58.8930Z
Kygo,It Ain't Me,6mDTcLsheIzu5tvaF25kl4,9,2017,electropop,0.607,0.536,0,-6.735,1,0.0927,0.113,0.0,0.0812,0.461,100.027,220773,English,Anugna,2025-01-20T08:19:49.8930Z
Selena Gomez,Vulnerable,11OwAR3GlBj9E35Cznf7Lj,80,2020,hip pop,0.695,0.573,10,-8.882,1,0.1669999999999999,0.132,0.000137,0.156,0.38,100.031,192172,English,Anugna,2025-01-19T11:06:13.8930Z
Jorja Smith,Don't Watch Me Cry,202lm9YX5WmAac83tOGlVn,69,2018,urban contemporary,0.5589999999999999,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,English,Anugna,2025-01-18T16:18:56.8774Z
updog,tired of my life,7EJV4G8HLzJvuQjRGWrnqD,40,2019,electropop,0.348,0.478,11,-8.69,0,0.107,0.144,2.17e-05,0.6459999999999999,0.358,174.97299999999996,132414,English,Anugna,2025-01-18T12:50:51.8930Z
Kendrick Lamar,Complexion (A Zulu Love),5IVMqYdpCjoyaRkNLYlFqN,1,2015,hip pop,0.665,0.5579999999999999,2,-7.862999999999999,0,0.303,0.5660000000000001,4.57e-06,0.219,0.37,89.95299999999997,263360,English,Anugna,2025-01-18T04:49:49.8930Z
Lil Nas X,Panini,68poZGRClFTzLdeRz9X0M2,13,2019,electropop,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.84799999999996,114893,English,Anugna,2025-01-17T03:30:09.8930Z
Dylan Dunlap,If That's Alright,1PZG9IBZMCY6HdK2v8kSYo,67,2019,hip pop,0.507,0.455,8,-6.492000000000001,1,0.0279,0.356,0.0,0.0889,0.333,137.87,235393,English,Anugna,2025-01-16T20:27:37.8930Z
Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,86,2018,urban contemporary,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.07299999999995,169354,English,Anugna,2025-01-16T18:38:37.8930Z
Confetti,When I Grow Up,7DtU5wN2b4dgOvcb5HNtxI,42,2018,electropop,0.765,0.6940000000000001,5,-7.0360000000000005,1,0.352,0.0563,0.0,0.374,0.394,91.992,168931,English,Anugna,2025-01-16T15:19:41.8930Z
Quinn Lewis,Only Everything,1UZxI3ng9Dk1HndwvahyxQ,49,2019,urban contemporary,0.521,0.5660000000000001,2,-7.648,1,0.0454,0.212,0.0,0.109,0.387,87.75299999999999,172163,English,Anugna,2025-01-16T02:15:49.8930Z
Camila Cabello,Consequences,7sTtHHrD0zDpmzQzH3zegz,73,2018,urban contemporary,0.455,0.292,0,-6.792000000000002,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,English,Anugna,2025-01-16T00:44:13.8930Z
Jidenna,Safari,1GavpIO07KcErSjy84IejT,38,2017,electropop,0.857,0.347,11,-8.166,0,0.0454,0.477,1.4e-05,0.231,0.391,94.982,245027,English,Anugna,2025-01-14T14:30:24.8774Z
